Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level,,,,,,,,,,,,,,,,
school,8.49,3.29,3.75,51.47,7,8,12,0,,,,,,,,,,,,,,,,
college,5.99,4.7,3.99,78.62,8,9,1,0,,,,,,,,,,,,,,,,
college,8.02,8.85,0.06,82.16,5,5,3,0,,,,,,,,,,,,,,,,
college,6.63,7.4,4.08,87.82,1,6,12,0,,,,,,,,,,,,,,,,
school,7.69,3.4,1.86,73.28,6,6,8,0,,,,,,,,,,,,,,,,
college,7.03,1.18,3.57,62.27,3,7,9,0,,,,,,,,,,,,,,,,
working_student,4.71,8.22,3.56,72.77,4,8,6,1,,,,,,,,,,,,,,,,
college,8.37,3.8,3.24,80.39,6,6,8,0,,,,,,,,,,,,,,,,
college,6.48,4.92,5,72.81,1,5,6,0,,,,,,,,,,,,,,,,
school,7.12,1.96,3.8,85.47,6,6,3,0,,,,,,,,,,,,,,,,
working_student,3.49,8.07,3.92,88.29,6,3,11,1,,,,,,,,,,,,,,,,
school,5.41,2.17,5.49,70.92,6,6,6,0,,,,,,,,,,,,,,,,
college,6.26,4.38,1.04,84.16,3,6,12,0,,,,,,,,,,,,,,,,
college,7.15,3.09,3.01,70.95,3,5,6,0,,,,,,,,,,,,,,,,
college,6.46,3.33,3.93,86.44,3,6,6,0,,,,,,,,,,,,,,,,
working_student,4.75,4.7,4.83,87.67,6,6,10,0,,,,,,,,,,,,,,,,
school,6.96,2.93,4.39,81.58,2,7,3,0,,,,,,,,,,,,,,,,
school,7.84,5.01,4.67,93.7,4,9,6,0,,,,,,,,,,,,,,,,
college,6.76,5.09,7.37,68.74,6,6,8,0,,,,,,,,,,,,,,,,
working_student,7.06,7.61,2.4,87.83,6,4,4,1,,,,,,,,,,,,,,,,
college,6.53,6.31,1.05,93.74,2,8,1,1,,,,,,,,,,,,,,,,
college,8.41,5.44,5.07,72.66,8,6,12,1,,,,,,,,,,,,,,,,
college,5.14,3.91,4.62,91.13,8,1,7,1,,,,,,,,,,,,,,,,
school,6.65,2.42,3.78,120,8,2,6,0,,,,,,,,,,,,,,,,
school,9.83,4.54,7.94,75.39,6,9,7,0,,,,,,,,,,,,,,,,
working_student,9.13,6.53,3.6,97.97,5,6,12,0,,,,,,,,,,,,,,,,
college,5.47,8.47,3.56,88.92,7,2,9,1,,,,,,,,,,,,,,,,
school,8.27,3.95,7.3,90.8,5,7,2,0,,,,,,,,,,,,,,,,
college,8.79,2.42,5.26,95.78,7,6,3,1,,,,,,,,,,,,,,,,
college,5.33,5.02,0.11,84.59,4,6,12,0,,,,,,,,,,,,,,,,
college,4.64,1.95,2.76,81.96,6,6,8,0,,,,,,,,,,,,,,,,
college,7.27,5.46,4.08,86.89,9,6,2,1,,,,,,,,,,,,,,,,
working_student,5.3,3.3,0.57,98.33,5,8,11,0,,,,,,,,,,,,,,,,
working_student,7.11,6.86,1.32,83.66,5,3,2,1,,,,,,,,,,,,,,,,
Other,4.65,8.24,2.73,95.9,5,7,8,1,,,,,,,,,,,,,,,,
college,5.48,7.63,7.5,82.74,3,5,12,1,,,,,,,,,,,,,,,,
working_student,4,5.77,5.25,90.51,1,5,1,0,,,,,,,,,,,,,,,,
school,7.1,4.7,0.37,88.14,8,8,1,1,,,,,,,,,,,,,,,,
college,5.93,4.49,3.49,95.87,5,7,9,0,,,,,,,,,,,,,,,,
college,6.84,6.07,2.18,96.03,6,6,1,0,,,,,,,,,,,,,,,,
college,6.6,2.64,2.77,99.73,7,5,10,0,,,,,,,,,,,,,,,,
college,6.46,5.2,3.69,86.03,10,9,5,1,,,,,,,,,,,,,,,,
school,5.35,1.37,7.24,64.94,6,8,6,0,,,,,,,,,,,,,,,,
working_student,4.38,5.72,0.83,75.83,5,6,7,0,,,,,,,,,,,,,,,,
college,7.02,5.76,4.59,72.83,2,9,2,0,,,,,,,,,,,,,,,,
college,5.44,6.21,0.31,65.06,8,5,10,1,,,,,,,,,,,,,,,,
college,7.14,7.57,6.4,63.8,10,7,5,1,,,,,,,,,,,,,,,,
school,8.06,3.33,4.31,54.94,3,7,1,0,,,,,,,,,,,,,,,,
college,3.43,6.8,2.43,81.45,8,5,4,1,,,,,,,,,,,,,,,,
college,5.23,4.82,1.49,94.39,1,7,12,0,,,,,,,,,,,,,,,,
school,6.08,1.89,1.83,96.53,9,8,3,0,,,,,,,,,,,,,,,,
college,6.23,5.52,7.95,77.5,2,6,2,0,,,,,,,,,,,,,,,,
Other,4.94,8.82,5.15,74.52,5,7,11,1,,,,,,,,,,,,,,,,
school,6.46,3.44,4.28,89.05,3,6,2,0,,,,,,,,,,,,,,,,
college,7.98,2.4,1.48,77.97,1,7,9,0,,,,,,,,,,,,,,,,
working_student,6.4,8.24,1.59,66.47,3,4,1,0,,,,,,,,,,,,,,,,
college,7.4,7.26,5.47,68.62,7,4,4,1,,,,,,,,,,,,,,,,
college,4.9,7.28,0.72,89.8,7,8,10,0,,,,,,,,,,,,,,,,
working_student,4.67,5.47,3.71,89.31,3,4,6,0,,,,,,,,,,,,,,,,
Other,9.2,6.61,3.67,88.82,6,5,2,0,,,,,,,,,,,,,,,,
college,6.44,5.83,2.19,82.61,4,9,11,0,,,,,,,,,,,,,,,,
college,4.74,2.82,4.4,99.93,7,6,11,1,,,,,,,,,,,,,,,,
Other,6.87,2.04,3.03,77.72,2,6,1,0,,,,,,,,,,,,,,,,
college,7.69,1.8,5.18,81.94,2,7,9,1,,,,,,,,,,,,,,,,
college,6.2,6.06,0.88,91.61,10,2,6,1,,,,,,,,,,,,,,,,
school,8.93,3.06,3.56,85.73,5,2,11,0,,,,,,,,,,,,,,,,
college,4.9,3.57,5.89,72.44,4,7,8,0,,,,,,,,,,,,,,,,
college,7.7,6.98,4.07,78.63,4,5,3,0,,,,,,,,,,,,,,,,
college,8.34,5.5,6.15,84.76,6,7,6,0,,,,,,,,,,,,,,,,
college,6.46,4.94,5.08,90.2,5,6,8,0,,,,,,,,,,,,,,,,
school,8.66,4.31,2.23,86.93,4,6,8,0,,,,,,,,,,,,,,,,
school,9.35,3.49,0.22,83.26,8,3,6,1,,,,,,,,,,,,,,,,
college,4.83,3.37,5.38,81.94,5,4,2,1,,,,,,,,,,,,,,,,
working_student,6.68,2.69,4.43,82.49,4,3,3,0,,,,,,,,,,,,,,,,
college,6.84,7.37,4.16,67.76,3,8,5,0,,,,,,,,,,,,,,,,
college,6.46,2.05,8.09,94,6,2,2,0,,,,,,,,,,,,,,,,
working_student,4.28,7.96,3.7,92.56,7,5,6,1,,,,,,,,,,,,,,,,
school,7.07,4.7,2.91,97.37,9,7,8,0,,,,,,,,,,,,,,,,
college,6.97,6.35,6.68,90.29,4,7,6,0,,,,,,,,,,,,,,,,
college,7.84,3.3,0.56,85.89,3,4,6,0,,,,,,,,,,,,,,,,
school,6.06,2.59,2.53,89.8,4,6,6,0,,,,,,,,,,,,,,,,
college,7.83,4.92,2.29,84.77,5,4,7,0,,,,,,,,,,,,,,,,
college,7.7,3.72,2.63,88.81,4,8,6,0,,,,,,,,,,,,,,,,
college,7.34,6.5,7.43,76.26,6,6,6,0,,,,,,,,,,,,,,,,
school,6.22,3.71,4.33,70.02,4,6,7,0,,,,,,,,,,,,,,,,
college,7.1,1.16,6.21,46.6,7,7,4,0,,,,,,,,,,,,,,,,
Other,7.36,6.03,2.92,80.55,7,6,12,1,,,,,,,,,,,,,,,,
working_student,6.47,7.73,0.25,67.58,8,3,10,1,,,,,,,,,,,,,,,,
college,7.6,3.75,5.09,99.49,2,6,6,0,,,,,,,,,,,,,,,,
college,6.43,2.81,6.79,81.94,3,10,10,0,,,,,,,,,,,,,,,,
college,6.46,5.06,3.3,76.18,5,5,1,0,,,,,,,,,,,,,,,,
school,7.57,3.98,2.59,77.35,10,5,2,1,,,,,,,,,,,,,,,,
college,7.43,6.25,5.09,70.45,6,9,9,0,,,,,,,,,,,,,,,,
college,5.87,5.61,4.64,70.14,5,6,9,0,,,,,,,,,,,,,,,,
college,2.79,3.96,3.62,81.94,2,6,3,0,,,,,,,,,,,,,,,,
college,6.78,0.44,5.64,86.2,1,3,4,0,,,,,,,,,,,,,,,,
working_student,5.93,5.57,3.83,99.76,8,6,7,1,,,,,,,,,,,,,,,,
Other,7.92,2.64,1.57,72.13,5,2,6,1,,,,,,,,,,,,,,,,
college,8.06,4.46,3.17,66.89,5,6,1,0,,,,,,,,,,,,,,,,
working_student,8.37,5.42,5.86,91.75,5,4,1,0,,,,,,,,,,,,,,,,
college,8.03,5.39,4.86,80.48,2,8,8,0,,,,,,,,,,,,,,,,
college,7.89,1.66,3.56,87.69,6,7,11,0,,,,,,,,,,,,,,,,
college,6.68,8.01,5.07,68.04,7,8,12,1,,,,,,,,,,,,,,,,
college,6.14,6.14,5.57,90.58,6,3,4,1,,,,,,,,,,,,,,,,
college,8.09,5.98,6.27,95.74,4,1,4,1,,,,,,,,,,,,,,,,
college,4.66,3.76,3.82,88.73,9,8,6,1,,,,,,,,,,,,,,,,
college,5.68,3.69,2.95,66.16,6,7,3,0,,,,,,,,,,,,,,,,
college,5.33,3.87,5.02,83.92,4,8,6,0,,,,,,,,,,,,,,,,
college,6.51,4.93,6.05,67.03,1,7,1,0,,,,,,,,,,,,,,,,
college,6.13,3.18,1.67,69.79,5,8,2,0,,,,,,,,,,,,,,,,
school,5.41,5.69,3.4,82.5,1,8,6,0,,,,,,,,,,,,,,,,
college,5.78,2.65,5.21,76.43,5,7,7,0,,,,,,,,,,,,,,,,
school,6.65,2.79,5.12,83.06,8,6,11,1,,,,,,,,,,,,,,,,
working_student,4.77,5.21,4.29,99.9,9,6,9,1,,,,,,,,,,,,,,,,
working_student,5.33,7.98,0.03,81.88,2,7,4,0,,,,,,,,,,,,,,,,
working_student,6.26,5.3,2.34,105,5,6,9,0,,,,,,,,,,,,,,,,
working_student,8.51,1.71,3.15,98.75,2,5,7,0,,,,,,,,,,,,,,,,
college,4.76,4.24,6.26,87.56,4,1,11,1,,,,,,,,,,,,,,,,
working_student,6.46,5.41,4.17,97.81,5,7,4,1,,,,,,,,,,,,,,,,
college,5.73,3.14,1.79,98.84,6,4,5,1,,,,,,,,,,,,,,,,
college,5.8,5.2,7.74,66.33,2,6,2,0,,,,,,,,,,,,,,,,
school,7.21,4.28,0.39,75.01,5,3,7,0,,,,,,,,,,,,,,,,
Other,4.71,4.7,2.49,68.99,9,4,7,1,,,,,,,,,,,,,,,,
college,5.7,6.85,3.76,84.07,10,8,2,1,,,,,,,,,,,,,,,,
working_student,5.88,5.99,3.97,90.28,6,6,3,1,,,,,,,,,,,,,,,,
working_student,7.47,4.63,4.85,81.59,4,7,1,0,,,,,,,,,,,,,,,,
working_student,2.49,6.41,1.88,78.75,1,9,3,0,,,,,,,,,,,,,,,,
college,8.98,6.6,3.21,63.64,5,5,1,0,,,,,,,,,,,,,,,,
school,6.95,2.09,7.18,73.25,4,4,11,0,,,,,,,,,,,,,,,,
college,6.31,3.74,3.37,72.94,7,8,4,1,,,,,,,,,,,,,,,,
working_student,5.89,1.14,3.55,80.35,4,6,9,0,,,,,,,,,,,,,,,,
school,7.13,2.03,1,96.82,4,3,5,0,,,,,,,,,,,,,,,,
college,5.79,6.25,0.94,81.86,5,3,1,0,,,,,,,,,,,,,,,,
college,6.72,0.61,5.94,81.39,1,7,2,0,,,,,,,,,,,,,,,,
college,6.15,4.31,1.23,91.94,5,10,7,0,,,,,,,,,,,,,,,,
school,7.78,4.7,3.34,79.03,6,9,1,0,,,,,,,,,,,,,,,,
college,7.89,6.58,3.67,83.7,7,7,4,1,,,,,,,,,,,,,,,,
college,5.23,4.93,3.14,94.3,4,7,12,0,,,,,,,,,,,,,,,,
college,7.88,5.2,5.88,63.58,5,4,6,0,,,,,,,,,,,,,,,,
working_student,6.09,4.54,3.15,66.25,8,5,6,1,,,,,,,,,,,,,,,,
college,4.13,6.38,4.84,85.14,4,4,8,1,,,,,,,,,,,,,,,,
college,5.53,3.11,2.94,90.35,2,5,7,0,,,,,,,,,,,,,,,,
college,8.47,3.98,7.52,93.41,9,2,3,1,,,,,,,,,,,,,,,,
college,9.36,3.07,3.56,73.53,4,8,6,0,,,,,,,,,,,,,,,,
school,6.5,5.05,4.68,76.9,8,6,11,1,,,,,,,,,,,,,,,,
school,8.22,1,6.47,81.94,5,8,1,0,,,,,,,,,,,,,,,,
Other,6.89,3.39,5.35,76.85,7,5,8,0,,,,,,,,,,,,,,,,
school,7.53,2.61,2.72,78.42,4,6,6,0,,,,,,,,,,,,,,,,
college,6.49,7.26,5.61,90.56,2,8,10,0,,,,,,,,,,,,,,,,
school,6.19,2.53,2.51,83.43,5,9,6,0,,,,,,,,,,,,,,,,
college,7.54,2.19,3.2,76.77,9,6,3,1,,,,,,,,,,,,,,,,
college,4.4,5.17,4.33,93.05,4,6,10,0,,,,,,,,,,,,,,,,
working_student,4.54,10.33,5.5,81.65,6,4,6,1,,,,,,,,,,,,,,,,
college,8.94,1.92,1.24,76.61,7,3,9,0,,,,,,,,,,,,,,,,
school,7.89,3.29,4.24,77.52,7,9,11,0,,,,,,,,,,,,,,,,
college,8.2,6.3,5.37,88.21,1,9,3,0,,,,,,,,,,,,,,,,
school,7.39,1.92,3.41,69.23,7,6,4,0,,,,,,,,,,,,,,,,
working_student,7.94,8.38,6.87,79.1,4,5,1,1,,,,,,,,,,,,,,,,
school,6.93,2.12,2.42,95.68,2,7,12,0,,,,,,,,,,,,,,,,
college,6.46,4.7,3.31,81.94,6,5,4,0,,,,,,,,,,,,,,,,
school,6.43,2.17,5.83,59.72,8,6,3,1,,,,,,,,,,,,,,,,
school,7.29,1.67,2.2,78.49,7,8,12,0,,,,,,,,,,,,,,,,
school,9.29,3.02,0.37,88.56,7,5,9,1,,,,,,,,,,,,,,,,
college,5.6,4.96,2.99,86.19,5,2,6,1,,,,,,,,,,,,,,,,
working_student,7.19,11.97,2.36,64.8,6,2,8,0,,,,,,,,,,,,,,,,
school,8.43,2.82,3.74,64.67,8,3,7,0,,,,,,,,,,,,,,,,
college,3.57,8.87,3.56,105,4,9,10,1,,,,,,,,,,,,,,,,
college,6.27,2.4,3.6,84.36,4,5,12,0,,,,,,,,,,,,,,,,
college,6.42,4.07,1.42,98.92,5,6,12,0,,,,,,,,,,,,,,,,
college,8,5.26,5.94,84.2,6,8,6,0,,,,,,,,,,,,,,,,
college,6.46,1.95,4.44,63.31,5,7,10,0,,,,,,,,,,,,,,,,
working_student,3.45,5.42,3.88,89.11,8,1,12,1,,,,,,,,,,,,,,,,
college,9.57,3.67,2.9,69.46,6,5,3,0,,,,,,,,,,,,,,,,
school,6.35,0.4,7.6,70.38,3,8,2,0,,,,,,,,,,,,,,,,
college,4.78,2.09,4.61,99.79,7,7,5,1,,,,,,,,,,,,,,,,
college,6.68,4.7,4.68,95.83,6,5,6,0,,,,,,,,,,,,,,,,
school,7.28,1.89,4.82,80.87,4,10,10,0,,,,,,,,,,,,,,,,
college,6.75,5.02,7.33,92.97,6,8,12,0,,,,,,,,,,,,,,,,
college,5.96,4.84,0.5,72.96,1,8,6,0,,,,,,,,,,,,,,,,
school,6.25,2.52,1.75,83.66,5,7,1,0,,,,,,,,,,,,,,,,
college,4.43,5.08,6.17,105,7,5,9,1,,,,,,,,,,,,,,,,
working_student,5.71,6.03,2.02,62.74,1,7,6,0,,,,,,,,,,,,,,,,
college,7.76,2.58,0.97,96.66,5,5,1,0,,,,,,,,,,,,,,,,
college,7.77,5.14,3.68,93.17,8,5,6,1,,,,,,,,,,,,,,,,
college,4.96,3.02,0.21,73.07,2,5,12,0,,,,,,,,,,,,,,,,
college,7.4,7.3,4.01,97.75,6,2,9,0,,,,,,,,,,,,,,,,
college,5.36,5.2,1.54,79.15,7,4,7,1,,,,,,,,,,,,,,,,
college,6.33,1.1,4.05,72.83,7,7,9,0,,,,,,,,,,,,,,,,
college,6.42,7.09,6.31,98.16,5,2,2,1,,,,,,,,,,,,,,,,
college,6.46,4.64,3.35,77.47,4,7,4,0,,,,,,,,,,,,,,,,
college,5.51,1.18,3.4,82.53,10,2,12,1,,,,,,,,,,,,,,,,
school,6.46,3.5,4.97,73.47,5,7,7,0,,,,,,,,,,,,,,,,
college,4.28,4.25,0.05,96.35,6,9,5,0,,,,,,,,,,,,,,,,
college,3.59,5.28,4.14,79.12,5,7,2,0,,,,,,,,,,,,,,,,
working_student,4.9,4.83,0.81,88.25,7,3,2,0,,,,,,,,,,,,,,,,
school,6.46,1.77,2.51,90.19,9,6,1,0,,,,,,,,,,,,,,,,
college,8.18,3.54,2.91,91.69,5,6,4,0,,,,,,,,,,,,,,,,
Other,5.9,4.07,5.3,71.32,6,3,1,1,,,,,,,,,,,,,,,,
school,7.8,3.95,3.5,62.88,3,3,12,0,,,,,,,,,,,,,,,,
Other,7.07,3.86,4.53,81.91,1,3,3,1,,,,,,,,,,,,,,,,
college,6.55,4.46,1.56,78.53,5,3,5,0,,,,,,,,,,,,,,,,
college,5.91,4.7,0.07,81.94,5,5,6,0,,,,,,,,,,,,,,,,
working_student,4.33,8.76,4.04,87.74,8,6,1,1,,,,,,,,,,,,,,,,
school,6.88,3.58,4.72,81.44,6,6,4,0,,,,,,,,,,,,,,,,
college,5.96,3.22,4.54,87.08,4,6,10,0,,,,,,,,,,,,,,,,
school,5.89,4.12,1.95,91.3,6,4,5,1,,,,,,,,,,,,,,,,
college,6.6,1.74,3.36,57.86,6,1,11,0,,,,,,,,,,,,,,,,
college,6.81,5.41,0.75,82.46,4,6,1,0,,,,,,,,,,,,,,,,
college,4.54,4.95,3.12,71.72,9,8,1,1,,,,,,,,,,,,,,,,
working_student,6.59,8,3.43,71.2,1,6,12,0,,,,,,,,,,,,,,,,
college,6.45,2.74,1.5,93.07,3,2,2,0,,,,,,,,,,,,,,,,
Other,8.02,1.18,6.06,92.54,10,6,3,1,,,,,,,,,,,,,,,,
college,6.3,8.38,3.56,95.21,7,6,11,0,,,,,,,,,,,,,,,,
college,4.91,7.34,4.93,85.72,5,5,2,1,,,,,,,,,,,,,,,,
working_student,5.34,2.83,4.49,91.44,6,7,9,0,,,,,,,,,,,,,,,,
college,7.27,4.7,4.01,75.41,5,4,1,0,,,,,,,,,,,,,,,,
school,8.15,4.34,6.1,79.28,1,5,3,0,,,,,,,,,,,,,,,,
college,8.6,5.39,2.68,70.49,5,6,10,0,,,,,,,,,,,,,,,,
college,5.81,4.97,5.23,79.45,6,5,3,1,,,,,,,,,,,,,,,,
working_student,5.21,5.8,2.61,81.94,7,9,4,1,,,,,,,,,,,,,,,,
college,3.07,3.96,4.03,87.52,4,8,4,1,,,,,,,,,,,,,,,,
school,5.98,0.85,0.49,96.9,8,5,2,1,,,,,,,,,,,,,,,,
school,8.75,3.76,3.31,94.4,5,4,6,0,,,,,,,,,,,,,,,,
college,8.1,0.61,1.53,79.07,7,9,8,0,,,,,,,,,,,,,,,,
college,6.2,5.33,5.21,92.13,4,3,1,0,,,,,,,,,,,,,,,,
college,4.65,6.36,2.56,85.19,3,8,1,0,,,,,,,,,,,,,,,,
working_student,7.55,2.76,1.93,89.92,6,3,4,0,,,,,,,,,,,,,,,,
college,8.38,4.7,2.51,83.01,8,2,8,1,,,,,,,,,,,,,,,,
school,9.21,1.68,2.26,73.4,6,10,3,1,,,,,,,,,,,,,,,,
school,6.98,1.69,0.52,92.79,7,6,7,0,,,,,,,,,,,,,,,,
college,6.21,2.74,7.24,89.81,8,3,8,1,,,,,,,,,,,,,,,,
college,3.56,4.97,0.56,59.49,5,5,12,0,,,,,,,,,,,,,,,,
college,4.91,3.05,5,88.16,2,6,8,0,,,,,,,,,,,,,,,,
college,5.26,5.71,3.56,61.84,7,6,5,1,,,,,,,,,,,,,,,,
college,6.02,0.31,2.29,76.89,5,10,6,0,,,,,,,,,,,,,,,,
college,6.37,4.7,4.26,83.51,5,9,2,1,,,,,,,,,,,,,,,,
college,7.36,3.38,8.31,76.73,2,4,7,0,,,,,,,,,,,,,,,,
college,6.61,4.53,3.8,91.21,5,8,6,0,,,,,,,,,,,,,,,,
working_student,7.46,4.7,1.24,93.08,7,5,11,1,,,,,,,,,,,,,,,,
college,5.25,4.05,0.07,84.2,5,6,10,0,,,,,,,,,,,,,,,,
college,5.3,4.29,5.53,87.73,5,9,3,0,,,,,,,,,,,,,,,,
college,6.91,2.83,0.97,97.78,6,2,5,0,,,,,,,,,,,,,,,,
school,6.98,2.16,2.32,81.94,5,9,3,0,,,,,,,,,,,,,,,,
Other,7.05,6.25,9.02,92.28,6,10,10,0,,,,,,,,,,,,,,,,
college,5.17,7.11,5.15,79.12,3,4,10,0,,,,,,,,,,,,,,,,
college,7.58,5.72,2.26,76.57,6,5,7,0,,,,,,,,,,,,,,,,
college,6.7,1.29,5.16,69.28,10,8,1,1,,,,,,,,,,,,,,,,
Other,8.08,4.83,3.56,90.25,7,6,12,1,,,,,,,,,,,,,,,,
school,6.99,3.99,6.08,90.83,8,2,10,1,,,,,,,,,,,,,,,,
college,6.81,6.42,1.59,75.04,2,6,9,0,,,,,,,,,,,,,,,,
school,6.45,2.7,1.75,96.49,7,3,9,0,,,,,,,,,,,,,,,,
college,7.91,2.94,1.18,88.49,5,6,4,0,,,,,,,,,,,,,,,,
college,6.98,3.3,4.39,86.32,4,9,2,0,,,,,,,,,,,,,,,,
college,7.64,3.75,4.9,66.12,5,6,4,0,,,,,,,,,,,,,,,,
school,9.36,1.77,5.77,95.32,1,2,10,0,,,,,,,,,,,,,,,,
college,7.08,2.72,4.04,95.99,8,2,1,1,,,,,,,,,,,,,,,,
working_student,5.67,2.38,4.88,75.24,5,7,5,1,,,,,,,,,,,,,,,,
school,5.38,3.19,2.06,95.12,3,8,11,0,,,,,,,,,,,,,,,,
college,4.8,6.1,4.22,91.24,7,7,8,0,,,,,,,,,,,,,,,,
school,7.67,2.8,3.35,77.67,5,4,10,0,,,,,,,,,,,,,,,,
college,6.89,2.69,4.17,72.01,4,1,7,0,,,,,,,,,,,,,,,,
college,6.99,5.64,3.56,69.75,7,9,9,0,,,,,,,,,,,,,,,,
college,5.92,6.42,2.28,81.94,2,6,1,0,,,,,,,,,,,,,,,,
working_student,6.26,3.83,0.88,93.08,2,7,6,0,,,,,,,,,,,,,,,,
Other,4.26,6.89,1.14,81.33,2,8,2,0,,,,,,,,,,,,,,,,
school,7.799611735,4.696600661,2.683222799,-5,9,3,3,1,,,,,,,,,,,,,,,,
working_student,6.46,7.92,4.08,70.92,5,8,7,0,,,,,,,,,,,,,,,,
college,4.72,3.66,2.31,80.56,4,2,8,1,,,,,,,,,,,,,,,,
working_student,7.94,4.24,3.91,92.62,3,9,10,0,,,,,,,,,,,,,,,,
school,6.46,2.64,5.28,67.12,1,4,9,0,,,,,,,,,,,,,,,,
Other,5.92,6.72,1.71,70.61,8,9,10,1,,,,,,,,,,,,,,,,
college,7.43,3.16,0.34,89.87,7,10,1,0,,,,,,,,,,,,,,,,
working_student,5.48,7.4,3.34,92.98,8,6,9,1,,,,,,,,,,,,,,,,
college,4.94,3.67,3.46,87.42,8,8,7,1,,,,,,,,,,,,,,,,
working_student,6.31,8.8,1.01,74.88,1,5,10,0,,,,,,,,,,,,,,,,
college,4.25,7.14,0.7,78.88,4,5,11,0,,,,,,,,,,,,,,,,
school,6.7,1.75,3.92,80.04,4,5,7,0,,,,,,,,,,,,,,,,
college,7.83,4.88,5.37,96.3,4,8,4,0,,,,,,,,,,,,,,,,
Other,8.44,0.54,5.44,81.06,5,9,9,0,,,,,,,,,,,,,,,,
college,7.26,8.73,3.35,81.25,7,5,8,1,,,,,,,,,,,,,,,,
college,9.09,6.18,2.32,74.45,4,8,10,0,,,,,,,,,,,,,,,,
Other,6.62,4.27,1.25,64.68,5,5,3,0,,,,,,,,,,,,,,,,
college,5.24,2.9,3.95,90.72,10,1,12,0,,,,,,,,,,,,,,,,
Other,6.46,4.5,3.56,77.44,5,6,6,0,,,,,,,,,,,,,,,,
college,9.33,2.68,2.21,92.96,7,6,8,0,,,,,,,,,,,,,,,,
college,5.32,5.37,2.59,99.41,3,10,9,0,,,,,,,,,,,,,,,,
college,5.65,3.33,4.08,86.51,9,6,6,1,,,,,,,,,,,,,,,,
college,4.45,3.45,1.99,62.49,9,5,6,1,,,,,,,,,,,,,,,,
school,6.46,2.01,2.3,76.66,2,4,4,0,,,,,,,,,,,,,,,,
college,4.95,5.23,0.24,81.4,1,3,11,0,,,,,,,,,,,,,,,,
college,7.14,3.25,5.6,75.14,7,7,9,1,,,,,,,,,,,,,,,,
working_student,5.83,3.73,1.29,73.83,5,7,4,0,,,,,,,,,,,,,,,,
school,6.71,1.58,3.56,76.01,6,10,11,0,,,,,,,,,,,,,,,,
college,6.2,7.18,3.29,82.48,2,8,5,0,,,,,,,,,,,,,,,,
Other,6.39,5.06,5.1,60.47,7,7,4,0,,,,,,,,,,,,,,,,
working_student,5.94,5.17,3.6,77.37,3,4,5,0,,,,,,,,,,,,,,,,
college,8,1.98,3.56,78.27,8,1,6,1,,,,,,,,,,,,,,,,
working_student,2.65,7.27,2.37,81.94,7,4,9,1,,,,,,,,,,,,,,,,
college,5.1,5.69,3.98,77.52,7,5,6,1,,,,,,,,,,,,,,,,
college,6.84,6.62,0.97,64.08,7,6,3,1,,,,,,,,,,,,,,,,
school,9.34,0.87,2.9,80.14,9,6,6,0,,,,,,,,,,,,,,,,
college,5.55,4.7,1.67,86.09,5,7,3,1,,,,,,,,,,,,,,,,
school,6.46,4.49,3.2,78,5,6,4,0,,,,,,,,,,,,,,,,
college,4.74,7.82,4.95,79.7,6,3,3,1,,,,,,,,,,,,,,,,
school,7.19,2.02,1.77,64.25,4,8,6,0,,,,,,,,,,,,,,,,
college,5.12,6.17,2.69,78.46,7,6,6,1,,,,,,,,,,,,,,,,
school,7.54,3.86,4.43,49.42,8,9,6,0,,,,,,,,,,,,,,,,
college,7.7,7.52,1.08,71.97,8,6,7,0,,,,,,,,,,,,,,,,
college,3.01,7.14,2.49,90.45,5,6,5,0,,,,,,,,,,,,,,,,
school,7.21,2.02,2.58,71.59,8,5,1,0,,,,,,,,,,,,,,,,
college,9.66,5.22,1.52,92.97,8,5,12,1,,,,,,,,,,,,,,,,
college,8.3,5.09,2.65,93.95,5,7,12,0,,,,,,,,,,,,,,,,
school,6.86,3.18,1.2,82.81,3,8,4,0,,,,,,,,,,,,,,,,
school,7.81,3.1,2.36,99.81,2,7,5,0,,,,,,,,,,,,,,,,
working_student,3.41,7.15,4.85,75.03,5,7,5,0,,,,,,,,,,,,,,,,
college,7.42,3.58,7.59,92.99,3,7,3,1,,,,,,,,,,,,,,,,
college,4.92,6.24,3.34,80.36,8,2,5,1,,,,,,,,,,,,,,,,
working_student,7.86,5.21,3.27,84.75,5,3,5,1,,,,,,,,,,,,,,,,
college,4.89,6.78,2.8,90.81,6,5,5,1,,,,,,,,,,,,,,,,
Other,7.09,2.29,4.62,73.59,10,6,12,1,,,,,,,,,,,,,,,,
school,9.13,3.77,0.45,97.02,3,2,1,0,,,,,,,,,,,,,,,,
working_student,6.78,6.53,4.07,99.82,8,8,11,1,,,,,,,,,,,,,,,,
school,8.13,4.7,2.8,99.97,6,4,1,0,,,,,,,,,,,,,,,,
college,7.04,5.72,5.21,86.37,8,4,6,0,,,,,,,,,,,,,,,,
college,8.7,1.63,1.63,78.6,7,6,11,0,,,,,,,,,,,,,,,,
college,8.44,5.66,3.29,77.16,3,6,7,0,,,,,,,,,,,,,,,,
college,8.79,4.18,6.02,84.58,1,9,8,0,,,,,,,,,,,,,,,,
college,7.21,4.68,4.62,99.09,5,6,12,0,,,,,,,,,,,,,,,,
college,5.71,1.89,4.92,95.63,6,6,10,0,,,,,,,,,,,,,,,,
